Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",,f_latitude,f_longitude,f_data,f_hora_utc,f_estado,f_municipio,f_bioma,f_numero_dias_sem_chuva,f_precipitacao,f_frp
2024/10/01,0400 UTC,0,"920,3",921,"920,3",,21,"12,5","21,4","20,7","12,5","12,3",59,57,58,97,"6,2","2,3",, -20.001210, -43.966180,01/10/2024,0400 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,1.0,0.0,2.1
2024/10/01,0400 UTC,0,"920,3",921,"920,3",,21,"12,5","21,4","20,7","12,5","12,3",59,57,58,97,"6,2","2,3",, -20.001180, -43.965740,01/10/2024,0400 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,1.0,0.0,2.7
2024/10/02,0400 UTC,0,"917,6","918,3","917,6",,22,"11,3","22,2","21,7","11,7","11,3",52,51,51,108,"4,5","1,9",, -19.852560, -43.895710,02/10/2024,0400 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,3.0,0.0,2.0
2024/10/03,1600 UTC,0,"916,7","917,7","916,7","2963,6","35,3","5,9","35,6","33,1","7,2","4,8",19,16,16,294,"4,5",2,, -19.840090, -43.870840,03/10/2024,1600 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,4.0,0.0,2.5
2024/10/03,1700 UTC,0,"915,7","916,7","915,6","2770,7","35,2","6,3","36,2","33,7","6,7","4,8",18,15,17,158,"4,9","1,1",, -19.840380, -43.870760,03/10/2024,1700 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,4.0,0.0,7.1
2024/10/06,1600 UTC,0,"917,2","918,5","917,2",3019,31,"11,7","32,2","28,4","12,7","10,6",36,29,31,4,"4,4","1,6",, -19.875270, -43.955080,06/10/2024,1600 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,6.0,0.0,7.0
2024/10/06,1600 UTC,0,"917,2","918,5","917,2",3019,31,"11,7","32,2","28,4","12,7","10,6",36,29,31,4,"4,4","1,6",, -19.877820, -43.950490,06/10/2024,1600 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,6.0,0.0,4.4
2024/10/06,1600 UTC,0,"917,2","918,5","917,2",3019,31,"11,7","32,2","28,4","12,7","10,6",36,29,31,4,"4,4","1,6",, -19.877990, -43.953400,06/10/2024,1600 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,6.0,0.0,5.4
2024/10/08,0400 UTC,0,"917,2","917,7","917,2",,"20,9","13,6","21,5","20,8","13,7","13,5",63,61,63,98,"8,6","2,9",, -19.929760, -44.009190,08/10/2024,0400 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,7.0,0.2,1.6
2024/11/24,1600 UTC,0,"919,4",920,"919,4","2956,9","24,7","13,6","25,1","22,9","15,1","12,3",57,49,50,71,7,"2,9",, -19.929010, -43.959360,24/11/2024,1600 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,1.0,0.14,1.8
2024/11/24,1600 UTC,0,"919,4",920,"919,4","2956,9","24,7","13,6","25,1","22,9","15,1","12,3",57,49,50,71,7,"2,9",, -19.930420, -43.960010,24/11/2024,1600 UTC,MINAS GERAIS,BELO HORIZONTE,Mata Atlântica,2.0,0.16,2.7
